,hood,flow,open
count,1077.0,1077.0,1072.0
mean,22388.0,353.2757660167131,48.806319461753056
std,0.0,0.812939896944038,7.129809482982745
min,22388.0,351.0,46.945
25%,22388.0,353.0,47.145
50%,22388.0,353.0,47.145
75%,22388.0,354.0,47.145
max,22388.0,354.0,79.504997
