,hood,flow,open
count,752.0,752.0,746.0
mean,22374.0,282.03590425531917,54.28028582841849
std,0.0,0.18617527179482982,23.64925380787731
min,22374.0,282.0,0.0
25%,22374.0,282.0,64.799995
50%,22374.0,282.0,64.799995
75%,22374.0,282.0,66.98124874999999
max,22374.0,283.0,77.18
