,hood,flow,open
count,1072.0,1072.0,1065.0
mean,22243.0,221.9617537313433,78.96310495962437
std,0.0,23.82470670898926,2.4415464636616884
min,22243.0,183.0,60.489998
25%,22243.0,212.0,79.459999
50%,22243.0,212.0,79.53499599999999
75%,22243.0,213.0,79.53499599999999
max,22243.0,286.0,79.689995
