,hood,flow,open
count,897.0,897.0,894.0
mean,139246.0,117.86399108138238,30.477610998881275
std,0.0,37.219147801519426,11.988238121086765
min,139246.0,97.0,17.24
25%,139246.0,100.0,21.984999
50%,139246.0,103.0,24.059998999999998
75%,139246.0,118.0,34.314999
max,139246.0,304.0,74.290001
