,hood,flow,open
count,646.0,646.0,642.0
mean,22371.0,281.94427244582045,29.698418450155664
std,0.0,0.2362294510844574,26.660237752443955
min,22371.0,281.0,0.0
25%,22371.0,282.0,0.0
50%,22371.0,282.0,41.215
75%,22371.0,282.0,41.489998
max,22371.0,283.0,74.25
