,hood,flow,open
count,884.0,884.0,883.0
mean,22349.0,283.09276018099547,24.887462772367144
std,0.0,0.4261998121946241,19.987023179229723
min,22349.0,282.0,0.0
25%,22349.0,283.0,0.0
50%,22349.0,283.0,41.119999
75%,22349.0,283.0,41.195
max,22349.0,284.0,41.93
