,hood,flow,open
count,1018.0,1018.0,1014.0
mean,22281.0,282.786836935167,2.738007889546338
std,0.0,0.4097432043814863,1.5397819507998074
min,22281.0,282.0,1.44
25%,22281.0,283.0,2.195
50%,22281.0,283.0,2.195
75%,22281.0,283.0,2.195
max,22281.0,283.0,6.315
