,hood,flow,open
count,1589.0,1093.0,1120.0
mean,22393.0,65535.0,53.13995772410839
std,0.0,0.0,17.978028533412107
min,22393.0,65535.0,34.834998999999996
25%,22393.0,65535.0,35.035
50%,22393.0,65535.0,70.724998
75%,22393.0,65535.0,70.979996
max,22393.0,65535.0,71.049995
