,hood,flow,open
count,714.0,714.0,706.0
mean,139073.0,112.27310924369748,23.231819616147394
std,0.0,36.68090949793016,8.298244312552447
min,139073.0,97.0,15.429998999999999
25%,139073.0,99.0,18.324999
50%,139073.0,99.0,21.135
75%,139073.0,99.0,21.39875
max,139073.0,303.0,52.82
