,hood,flow,open
count,841.0,841.0,834.0
mean,139225.0,103.56599286563615,4.945989153477177
std,0.0015248438639820833,32.1184301674873,10.30983240967168
min,139225.0,87.0,1.375
25%,139225.0,97.0,1.745
50%,139225.0,97.0,2.7649999999999997
75%,139225.0,98.0,4.04
max,139225.0,296.0,74.799995
