,hood,flow,open
count,1096.0,1096.0,1095.0
mean,22341.0,226.97536496350364,84.5448933050234
std,0.0,0.15508093045295185,23.15174359811996
min,22341.0,226.0,36.434998
25%,22341.0,227.0,57.344997
50%,22341.0,227.0,89.235001
75%,22341.0,227.0,106.599998
max,22341.0,227.0,106.945
