,hood,flow,open
count,1080.0,1080.0,1075.0
mean,22352.0,283.0,1.2854836772093017
std,0.0,0.0,7.262490791771049
min,22352.0,283.0,0.0
25%,22352.0,283.0,0.0
50%,22352.0,283.0,0.0
75%,22352.0,283.0,0.0
max,22352.0,283.0,60.419998
