,hood,flow,open
count,1063.0,1063.0,1056.0
mean,22291.0,177.44402634054563,68.30542802651576
std,0.0,28.009959547765813,7.48178842317361
min,22291.0,160.0,27.029999
25%,22291.0,169.0,71.049995
50%,22291.0,170.0,71.049995
75%,22291.0,170.0,71.324997
max,22291.0,282.0,71.555
