,hood,flow,open
count,1063.0,1063.0,1057.0
mean,22261.0,283.18062088428974,65.51877813717982
std,0.0,0.40164538028356866,5.464294962997723
min,22261.0,283.0,63.07
25%,22261.0,283.0,63.184998
50%,22261.0,283.0,63.184998
75%,22261.0,283.0,63.27
max,22261.0,285.0,79.489998
