,hood,flow,open
count,1095.0,1095.0,1088.0
mean,22358.0,211.99634703196347,109.96892591360468
std,0.0,0.07396691370834045,5.072526111627673
min,22358.0,211.0,103.07
25%,22358.0,212.0,103.214996
50%,22358.0,212.0,113.724998
75%,22358.0,212.0,113.724998
max,22358.0,213.0,114.07
