,hood,flow,open
count,852.0,852.0,850.0
mean,139229.0,113.66431924882629,13.478005474117706
std,0.0,45.93895703612115,15.065011142872136
min,139229.0,97.0,0.915
25%,139229.0,99.0,2.59
50%,139229.0,101.0,3.435
75%,139229.0,102.0,27.209999
max,139229.0,363.0,78.86999499999999
