,hood,flow,open
count,962.0,962.0,958.0
mean,139284.0,133.54469854469855,43.14338104070968
std,0.0,42.41836841687106,17.10503810704863
min,139284.0,97.0,0.37
25%,139284.0,99.0,31.554997999999998
50%,139284.0,123.0,41.759997999999996
75%,139284.0,144.5,49.774998
max,139284.0,312.0,83.20500200000001
