,hood,flow,open
count,1081.0,1081.0,1075.0
mean,22245.0,225.7104532839963,74.94052491162755
std,0.0,26.92576165362234,5.953851296829409
min,22245.0,201.0,40.219997
25%,22245.0,212.0,76.564995
50%,22245.0,212.0,76.610001
75%,22245.0,213.0,76.610001
max,22245.0,283.0,76.724998
