,hood,flow,open
count,196.0,196.0,195.0
mean,139202.0,141.4030612244898,42.465384810256495
std,0.0,21.29128365814558,6.613791963757279
min,139202.0,97.0,20.744999
25%,139202.0,143.0,44.575001
50%,139202.0,143.0,44.575001
75%,139202.0,143.0,44.689999
max,139202.0,251.0,44.724998
