,hood,flow,open
count,820.0,820.0,817.0
mean,139222.0,116.36585365853658,20.05651740881294
std,0.0,35.945662490702965,21.603697643378663
min,139222.0,97.0,0.145
25%,139222.0,97.0,0.2
50%,139222.0,98.0,14.03
75%,139222.0,98.0,14.105
max,139222.0,297.0,62.754996999999996
