,hood,flow,open
count,960.0,960.0,955.0
mean,22378.0,282.04479166666664,1.0560104544502615
std,0.0,0.5137057482290959,5.856394582261529
min,22378.0,281.0,0.0
25%,22378.0,282.0,0.0
50%,22378.0,282.0,0.0
75%,22378.0,282.0,0.0
max,22378.0,283.0,49.869999
