,hood,flow,open
count,973.0,973.0,971.0
mean,139439.0,201.67420349434738,48.63709406694065
std,0.0,57.299801083651566,5.425895503328598
min,139439.0,97.0,30.459999
25%,139439.0,152.0,44.84
50%,139439.0,207.0,50.469997
75%,139439.0,247.0,52.164997
max,139439.0,294.0,75.639999
