,hood,flow,open
count,992.0,992.0,988.0
mean,139437.0,130.95866935483872,40.89145633097193
std,0.0,38.026138249300864,11.209327156376833
min,139437.0,97.0,23.334999
25%,139437.0,98.0,33.704997999999996
50%,139437.0,135.0,46.575001
75%,139437.0,156.0,51.43
max,139437.0,297.0,59.419998
