,hood,flow,open
count,197.0,197.0,197.0
mean,139018.0,103.2994923857868,31.224618390862965
std,0.0,36.54640117051916,8.137963675072323
min,139018.0,84.0,20.629998999999998
25%,139018.0,84.0,21.83
50%,139018.0,85.0,33.009997999999996
75%,139018.0,113.0,33.079997999999996
max,139018.0,248.0,54.164997
