,hood,flow,open
count,1080.0,1080.0,1071.0
mean,22347.0,211.87222222222223,0.0
std,0.0,0.33399686815883534,0.0
min,22347.0,211.0,0.0
25%,22347.0,212.0,0.0
50%,22347.0,212.0,0.0
75%,22347.0,212.0,0.0
max,22347.0,212.0,0.0
