,hood,flow,open
count,981.0,981.0,981.0
mean,139428.0,166.67584097859327,49.000039674821515
std,0.0,48.46238723969968,7.861706110625644
min,139428.0,101.0,32.544998
25%,139428.0,154.0,49.735001000000004
50%,139428.0,167.0,51.82
75%,139428.0,172.0,53.439999
max,139428.0,297.0,72.135002
