,hood,flow,open
count,1073.0,1073.0,1066.0
mean,22383.0,282.641192917055,2.2647326454033827
std,0.0,0.5453836738811982,0.10116457471551162
min,22383.0,282.0,2.115
25%,22383.0,282.0,2.17
50%,22383.0,283.0,2.32
75%,22383.0,283.0,2.32
max,22383.0,284.0,2.525
