,hood,flow,open
count,1081.0,1081.0,1078.0
mean,22315.0,235.88251618871416,77.58355746475026
std,0.0,0.9319829298061005,4.706398019512505
min,22315.0,235.0,57.02
25%,22315.0,235.0,75.95500200000001
50%,22315.0,236.0,79.724998
75%,22315.0,237.0,79.839996
max,22315.0,250.0,80.184998
