,hood,flow,open
count,1073.0,1073.0,1068.0
mean,22250.0,241.10158434296366,71.26373521441896
std,0.0,13.903717669200107,7.157937336026343
min,22250.0,222.0,57.68
25%,22250.0,236.0,62.184998
50%,22250.0,236.0,76.86999499999999
75%,22250.0,237.0,76.985001
max,22250.0,281.0,79.375
