,hood,flow,open
count,1109.0,1109.0,1105.0
mean,22387.0,282.3282236248873,69.71681737646975
std,0.0,0.5576240537536242,21.894314452785256
min,22387.0,281.0,18.18
25%,22387.0,282.0,44.414997
50%,22387.0,282.0,73.25
75%,22387.0,283.0,82.104996
max,22387.0,283.0,102.470001
