,hood,flow,open
count,993.0,993.0,989.0
mean,139457.0,109.07955689828802,29.775459297269826
std,0.0,24.56025989138744,9.775538900030867
min,139457.0,90.0,17.705
25%,139457.0,98.0,18.785
50%,139457.0,98.0,31.154999
75%,139457.0,106.0,38.599998
max,139457.0,245.0,49.619999
