,hood,flow,open
count,957.0,957.0,951.0
mean,139263.0,102.66666666666667,32.107590654048735
std,0.0,13.931717322687613,3.594103115292273
min,139263.0,95.0,28.574999
25%,139263.0,98.0,28.724998
50%,139263.0,99.0,33.079997999999996
75%,139263.0,106.0,36.669998
max,139263.0,290.0,51.860001000000004
