,hood,flow,open
count,1089.0,1089.0,1086.0
mean,22359.0,283.34618916437097,14.29215903406997
std,0.0,0.5272768250344351,16.582143556682166
min,22359.0,282.0,0.0
25%,22359.0,283.0,0.0
50%,22359.0,283.0,7.4
75%,22359.0,284.0,30.434998999999998
max,22359.0,285.0,49.614998
