,hood,flow,open
count,912.0,912.0,908.0
mean,139248.0,102.70285087719299,30.89312718722449
std,0.0,24.810687664381543,3.6670748402234685
min,139248.0,92.0,27.924999
25%,139248.0,97.0,28.07
50%,139248.0,98.0,32.079997999999996
75%,139248.0,99.0,32.200001
max,139248.0,296.0,53.324996999999996
