,hood,flow,open
count,193.0,193.0,192.0
mean,139203.0,145.67357512953367,41.59580690624987
std,0.0,49.26366325030427,17.28659291799642
min,139203.0,97.0,20.715
25%,139203.0,98.0,25.105
50%,139203.0,99.0,29.734999
75%,139203.0,192.0,59.105
max,139203.0,296.0,60.219997
