,hood,flow,open
count,1048.0,1048.0,1044.0
mean,22296.0,277.2833969465649,76.80303016475027
std,0.0,0.9960912658036326,4.999523176982044
min,22296.0,276.0,56.869999
25%,22296.0,277.0,78.25999499999999
50%,22296.0,277.0,78.305
75%,22296.0,278.0,78.53499599999999
max,22296.0,280.0,79.040001
