,hood,flow,open
count,1.0,1.0,0.0
mean,139267.0,0.0,
std,,,
min,139267.0,0.0,
25%,139267.0,0.0,
50%,139267.0,0.0,
75%,139267.0,0.0,
max,139267.0,0.0,
