,hood,flow,open
count,844.0,844.0,842.0
mean,139228.0,107.76421800947867,12.437262371734016
std,0.0,38.09901689331514,11.796594270363988
min,139228.0,93.0,2.315
25%,139228.0,98.0,6.1925
50%,139228.0,98.0,9.27
75%,139228.0,99.0,14.79
max,139228.0,296.0,82.764999
