,hood,flow,open
count,830.0,830.0,822.0
mean,22346.0,282.9566265060241,28.654731465936706
std,0.0,0.209654072654986,31.405939835202663
min,22346.0,282.0,0.0
25%,22346.0,283.0,0.0
50%,22346.0,283.0,1.165
75%,22346.0,283.0,58.774998
max,22346.0,284.0,71.860001
