,hood,flow,open
count,778.0,778.0,776.0
mean,22351.0,283.03727506426736,26.667570416237066
std,0.0,0.18955690096917535,22.050734447672184
min,22351.0,283.0,0.0
25%,22351.0,283.0,6.325
50%,22351.0,283.0,23.594998999999998
75%,22351.0,283.0,40.884997999999996
max,22351.0,284.0,72.25
