,hood,flow,open
count,979.0,979.0,975.0
mean,22369.0,282.06639427987744,0.003076923076923077
std,0.0,1.0394490694151928,0.04287857396780538
min,22369.0,281.0,0.0
25%,22369.0,281.0,0.0
50%,22369.0,282.0,0.0
75%,22369.0,282.0,0.0
max,22369.0,284.0,0.6
