,hood,flow,open
count,191.0,191.0,189.0
mean,139030.0,116.63874345549738,29.79394104761904
std,0.0,57.693111569955306,14.194632850643643
min,139030.0,94.0,22.135
25%,139030.0,97.0,24.49
50%,139030.0,98.0,24.984999
75%,139030.0,98.0,25.07
max,139030.0,298.0,74.985001
