,hood,flow,open
count,924.0,924.0,917.0
mean,139255.0,126.76839826839827,30.282534515812664
std,0.0,45.10431435679249,11.987363572385666
min,139255.0,98.0,17.744999
25%,139255.0,100.0,18.209999
50%,139255.0,112.0,29.07
75%,139255.0,122.0,40.174999
max,139255.0,303.0,72.40999599999999
