,hood,flow,open
count,979.0,979.0,974.0
mean,139433.0,103.30439223697651,33.50315063244389
std,0.0,21.25281867781125,4.095132403061847
min,139433.0,92.0,32.505001
25%,139433.0,98.0,32.544998
50%,139433.0,98.0,32.66
75%,139433.0,99.0,33.079997999999996
max,139433.0,294.0,73.754997
