,hood,flow,open
count,487.0,487.0,481.0
mean,139004.0,135.23408624229978,41.25322079002073
std,0.0,41.16666202250133,11.483368985675025
min,139004.0,95.0,22.914998999999998
25%,139004.0,95.0,26.184998999999998
50%,139004.0,139.0,46.419998
75%,139004.0,141.0,46.849998
max,139004.0,332.0,59.419998
