,hood,flow,open
count,193.0,193.0,191.0
mean,139208.0,97.53886010362694,18.711544397905744
std,0.0,0.4997840639075879,0.07048185259555233
min,139208.0,97.0,18.67
25%,139208.0,97.0,18.67
50%,139208.0,98.0,18.705
75%,139208.0,98.0,18.705
max,139208.0,98.0,18.934998999999998
