,hood,flow,open
count,960.0,960.0,955.0
mean,139277.0,147.14583333333334,34.55721373088985
std,0.0,66.38637484217251,23.187671446331024
min,139277.0,96.0,0.0
25%,139277.0,98.0,13.945
50%,139277.0,99.0,26.664998999999998
75%,139277.0,165.0,59.419998
max,139277.0,340.0,100.224998
