,hood,flow,open
count,634.0,634.0,630.0
mean,139059.0,118.25236593059937,22.480412215873102
std,0.0,53.50043364680972,11.765700392582762
min,139059.0,97.0,16.584999
25%,139059.0,98.0,16.82
50%,139059.0,99.0,16.934998999999998
75%,139059.0,99.0,20.83
max,139059.0,297.0,57.334998999999996
