,hood,flow,open
count,985.0,985.0,981.0
mean,139447.0,113.54720812182741,31.999831565749343
std,0.0,33.212240232212736,10.85912709249296
min,139447.0,97.0,17.975
25%,139447.0,98.0,22.799999
50%,139447.0,98.0,27.115
75%,139447.0,116.0,41.564999
max,139447.0,295.0,57.639998999999996
