,hood,flow,open
count,871.0,871.0,866.0
mean,22350.0,282.4500574052813,30.256616210161887
std,0.0,0.6961119419859747,33.72830465551232
min,22350.0,282.0,0.5
25%,22350.0,282.0,2.91
50%,22350.0,282.0,4.795
75%,22350.0,283.0,73.345001
max,22350.0,284.0,73.549995
