,hood,flow,open
count,842.0,842.0,839.0
mean,139226.0,98.27672209026129,2.0559713766388534
std,0.0,5.812828053516534,3.125405300978574
min,139226.0,97.0,1.44
25%,139226.0,98.0,1.51
50%,139226.0,98.0,1.51
75%,139226.0,98.0,1.51
max,139226.0,196.0,36.029999
