,hood,flow,open
count,617.0,617.0,613.0
mean,139058.0,116.10372771474879,22.50025247471458
std,0.0,51.148709874207675,12.689659059940134
min,139058.0,98.0,17.125
25%,139058.0,98.0,17.24
50%,139058.0,99.0,17.43
75%,139058.0,99.0,18.049999
max,139058.0,298.0,105.25999499999999
