,hood,flow,open
count,962.0,962.0,957.0
mean,139295.0,156.94594594594594,55.23449648589296
std,0.0,30.710612434755866,12.226087110243206
min,139295.0,97.0,22.785
25%,139295.0,146.0,53.215
50%,139295.0,152.0,55.0
75%,139295.0,182.0,67.36999499999999
max,139295.0,296.0,68.110001
