,hood,flow,open
count,193.0,193.0,193.0
mean,139214.0,98.23834196891191,28.210025569948158
std,0.0,2.0323378746200036,2.7402255021672937
min,139214.0,97.0,19.365
25%,139214.0,98.0,29.039998999999998
50%,139214.0,98.0,29.07
75%,139214.0,98.0,29.07
max,139214.0,112.0,29.07
