,hood,flow,open
count,1070.0,1070.0,1067.0
mean,22262.0,282.8,71.79410827085229
std,0.0,0.42291694987885803,6.617671567542585
min,22262.0,282.0,59.914997
25%,22262.0,283.0,64.43
50%,22262.0,283.0,73.059998
75%,22262.0,283.0,76.449997
max,22262.0,287.0,78.924995
