,hood,flow,open
count,927.0,927.0,920.0
mean,139254.0,0.0,0.0
std,0.0,0.0,0.0
min,139254.0,0.0,0.0
25%,139254.0,0.0,0.0
50%,139254.0,0.0,0.0
75%,139254.0,0.0,0.0
max,139254.0,0.0,0.0
