,hood,flow,open
count,965.0,965.0,959.0
mean,139283.0,118.78963730569949,23.52903468508859
std,0.0,52.05509266715561,14.37617060129641
min,139283.0,91.0,8.434999000000001
25%,139283.0,98.0,13.554998999999999
50%,139283.0,98.0,18.33
75%,139283.0,99.0,30.234999
max,139283.0,296.0,77.54499799999999
