,hood,flow,open
count,524.0,524.0,522.0
mean,139047.0,138.06297709923663,30.919347731800897
std,0.0,64.74714640065736,16.810003266030318
min,139047.0,97.0,17.164998999999998
25%,139047.0,99.0,17.279999
50%,139047.0,99.0,20.975
75%,139047.0,197.0,45.419998
max,139047.0,297.0,66.70500200000001
