,hood,flow,open
count,753.0,753.0,749.0
mean,139076.0,106.43559096945552,23.434185253671522
std,0.0,21.201826690233187,9.273576949486545
min,139076.0,98.0,17.514999
25%,139076.0,99.0,18.67
50%,139076.0,99.0,19.09
75%,139076.0,99.0,20.715
max,139076.0,262.0,48.27
