,hood,flow,open
count,515.0,515.0,511.0
mean,139005.0,103.85825242718447,31.7909781350293
std,0.0,14.97940560472233,5.711582866068069
min,139005.0,97.0,17.01
25%,139005.0,98.0,28.84
50%,139005.0,99.0,32.314999
75%,139005.0,104.0,35.355
max,139005.0,293.0,55.715
