,hood,flow,open
count,536.0,536.0,534.0
mean,139048.0,124.8544776119403,24.889727679775355
std,0.0,57.745892749582005,14.26045890801813
min,139048.0,97.0,16.164998999999998
25%,139048.0,97.0,16.279999
50%,139048.0,97.0,16.514999
75%,139048.0,119.0,31.039998999999998
max,139048.0,301.0,56.785
