,hood,flow,open
count,789.0,789.0,786.0
mean,139094.0,107.83143219264892,25.338962559796567
std,0.0,31.289758068768425,8.308008948578909
min,139094.0,97.0,17.125
25%,139094.0,98.0,20.83
50%,139094.0,98.0,21.83
75%,139094.0,99.0,28.609999
max,139094.0,293.0,58.219997
