,hood,flow,open
count,1093.0,1093.0,1089.0
mean,22392.0,123.0,0.0
std,0.0,0.0,0.0
min,22392.0,123.0,0.0
25%,22392.0,123.0,0.0
50%,22392.0,123.0,0.0
75%,22392.0,123.0,0.0
max,22392.0,123.0,0.0
