,hood,flow,open
count,950.0,950.0,944.0
mean,139280.0,120.52842105263159,25.623691203389583
std,0.0,49.051173603250795,16.508868158684976
min,139280.0,95.0,0.0
25%,139280.0,98.0,19.05375
50%,139280.0,99.0,21.545
75%,139280.0,116.0,21.664998999999998
max,139280.0,303.0,88.275002
